id,company,store,tel,,,
74687,小浜木材工業株式会社,,06-4400-7344,,,
565070,社会福祉法人治栄会,,06-6922-3300,,,
74847,株式会社ライフメイト,,072-224-5963,,,
452938,株式会社ライフメイト,,072-224-5963,,,
593704,株式会社ライフメイト,,072-223-5964,,,
74865,社会福祉法人光輪会,,072-958-2202,,,
670019,社会福祉法人光輪会,,0966-86-0515,,,
563094,有限会社中田介護事業所,,072-763-4713,,,
754707,有限会社中田介護事業所,グループホームよもぎ鉢塚,072-754-4311,,,
75044,有限会社アバンダンス,,06-6121-2333,,,
75050,社会福祉法人おおとり福祉会,,072-271-7611,,,
565068,社会福祉法人おおとり福祉会,,072-271-0077,,,
75057,社会福祉法人池田さつき会,,072-754-7010,,,
131841,社会福祉法人池田さつき会,,072-737-6127,,,
512761,社会福祉法人池田さつき会,,072-754-0007,,,
555538,社会福祉法人池田さつき会,,072-737-6127,,,
598909,社会福祉法人池田さつき会,,0798-31-0555,,,
675981,社会福祉法人池田さつき会,,072-752-8123,,,
677422,社会福祉法人池田さつき会,,06-6331-8000,,,
75072,株式会社デイサービス優さん,,072-545-3720,,,
75082,有限会社福泉,,06-6628-0655,,,
75128,いわむらの憩株式会社フロンティアの介護,,0573-43-1021,,,
510938,社会福祉法人足羽福祉会,,0776-89-1870,,,
134273,株式会社ケアふくい,,0776-61-7716,,,
449023,株式会社ケアふくい,,0776-61-7716,,,
133065,社会福祉法人一乗谷友愛会,,0776-43-2100,,,
510937,社会福祉法人一乗谷友愛会,,0776-41-8500,,,
510955,社会福祉法人一乗谷友愛会,,0776-30-0750,,,
590406,社会福祉法人一乗谷友愛会,,0776-41-8500,,,
593479,社会福祉法人一乗谷友愛会,,045-633-7004,,,
680789,社会福祉法人一乗谷友愛会,,045-633-7004,,,
455672,社会福祉法人諦聴会,,059-228-4406,,,
77337,社会福祉法人楊柳会フレンドクラブ,,059-383-3838,,,
590023,社会福祉法人楊柳会フレンドクラブ,,059-383-3838,,,
828784,社会福祉法人楊柳会フレンドクラブ,,059-383-3838,,,
829272,社会福祉法人楊柳会フレンドクラブ,,059-383-3838,,,
829962,社会福祉法人楊柳会フレンドクラブ,,059-383-3838,,,
77492,株式会社トラエントパークロイヤル,,0584-88-1877,,,
77511,合同会社日和デイサービス小春,,058-277-3220,,,
77858,株式会社アクティブワン,,058-214-3240,,,
806983,株式会社壮健,株式会社壮健,058-213-3378,,,
77917,有限会社ファーストデイサービス花の木,,058-277-7377,,,
501976,有限会社ファーストデイサービス花の木,,058-277-7377,,,
78015,社会福祉法人慶秀会,,0778-22-9229,,,
449016,社会福祉法人慶秀会,,0778-22-9229,,,
513112,社会福祉法人慶秀会,,0776-34-6776,,,
590445,社会福祉法人慶秀会,,0778-22-9229,,,
78558,有限会社ファーストデイサービス花の木ふくじゅ,,058-372-6058,,,
502077,有限会社ファーストデイサービス花の木ふくじゅ,,058-372-6058,,,
79096,株式会社フェリックスゆら,,0574-61-3581,,,
79117,えびす堂株式会社,,06-6656-3557,,,
90601,社会福祉法人みどりの里,,0565-79-4165,,,
123496,社会福祉法人みどりの里,,0565-74-2680,,,
369401,社会福祉法人みどりの里,,0565-74-2680,,,
381821,社会福祉法人みどりの里,,0565-74-2680,,,
454395,社会福祉法人みどりの里,,0565-79-4165,,,
549608,社会福祉法人みどりの里,,0565-74-2680,,,
588921,社会福祉法人みどりの里,,0565-79-4165,,,
593942,社会福祉法人みどりの里,,0565-74-2680,,,
886031,社会福祉法人みどりの里,,0565-79-4165,,,
886367,社会福祉法人みどりの里,,0565-74-2680,,,
430460,社会福祉法人かおる会,,06-6741-1500,,,
79338,株式会社らいおんハート,,072-970-6220,,,
79344,アプリコットマネジメント株式会社,,072-428-753,,,
79355,社会福祉法人信光園,,072-739-2240,,,
432010,社会福祉法人信光園,,072-739-2240,,,
79364,株式会社ナッセナッセリハプラス,,06-6535-9258,,,
79702,社会福祉法人愛生会,,06-6716-1202,,,
369385,社会福祉法人愛生会,,06-6716-1202,,,
382875,社会福祉法人愛生会,,099-477-1171,,,
408172,社会福祉法人愛生会,,099-477-1171,,,
436250,社会福祉法人愛生会,,047-459-8887,,,
501934,社会福祉法人愛生会,,047-459-8887,,,
575900,社会福祉法人愛生会,,047-459-8887,,,
684197,社会福祉法人愛生会,,047-459-8887,,,
696329,社会福祉法人愛生会,,047-459-8887,,,
697793,社会福祉法人愛生会,,019-245-2111,,,
721815,社会福祉法人愛生会,,047-459-8887,,,
723459,社会福祉法人愛生会,,06-6716-1202,,,
758595,社会福祉法人愛生会,,0172-37-8500,,,
79707,リハビリ専門デイサービスはなのき枚方北店/KTCスマイルケア株式会社,,072-805-3135,,,
128991,社会福祉法人平成福祉会,,0554-23-0294,,,
129238,社会福祉法人平成福祉会,,0554-63-0294,,,
131298,社会福祉法人平成福祉会,,0554-52-1611,,,
131307,社会福祉法人平成福祉会,,0554-63-0294,,,
135523,社会福祉法人平成福祉会,,059-363-2121,,,
138274,社会福祉法人平成福祉会,,055-423-0294,,,
148220,社会福祉法人平成福祉会,,0737-65-3636,,,
151844,社会福祉法人平成福祉会,,073-492-5800,,,
354781,社会福祉法人平成福祉会,,059-363-2121,,,
392227,社会福祉法人平成福祉会,,055-423-0294,,,
399085,社会福祉法人平成福祉会,,073-492-5800,,,
402520,社会福祉法人平成福祉会,,0258-51-5005,,,
410952,社会福祉法人平成福祉会,,0258-51-5005,,,
414360,社会福祉法人平成福祉会,,059-363-2121,,,
424711,社会福祉法人平成福祉会,,0258-51-5005,,,
431928,社会福祉法人平成福祉会,,06-6167-7410,,,
439980,社会福祉法人平成福祉会,,055-423-0294,,,
508642,社会福祉法人平成福祉会,,0258-86-7072,,,
508714,社会福祉法人平成福祉会,,0258-51-6080,,,
513066,社会福祉法人平成福祉会,,0554-23-0294,,,
513167,社会福祉法人平成福祉会,,06-7507-1187,,,
513179,社会福祉法人平成福祉会,,0554-56-8739,,,
554730,社会福祉法人平成福祉会,,0790-78-0001,,,
565633,社会福祉法人平成福祉会,,0554-63-0294,,,
565690,社会福祉法人平成福祉会,,0554-23-029,,,
568171,社会福祉法人平成福祉会,,055-423-0294,,,
572553,社会福祉法人平成福祉会,,0790-78-0001,,,
576579,社会福祉法人平成福祉会,,06-7501-8689,,,
585799,社会福祉法人平成福祉会,,0554-63-0294,,,
586588,社会福祉法人平成福祉会,,0554-63-0294,,,
591255,社会福祉法人平成福祉会,,0258-86-7072,,,
670154,社会福祉法人平成福祉会,,0554‐23‐0294,,,
684955,社会福祉法人平成福祉会,,025-851-5005,,,
802865,社会福祉法人平成福祉会,,073-492-5800,,,
816595,社会福祉法人平成福祉会,グループホームてまり,0258-51-6080,,,
941086,社会福祉法人平成福祉会,,0258-51-5005,,,
79715,株式会社パピルス,,06-4866-1124,,,
91613,株式会社パピルス,,06-4867-1124,,,
362810,株式会社パピルス,,06-4866-1124,,,
367605,株式会社パピルス,,06-4866-1124,,,
424187,株式会社パピルス,,06-4866-1124,,,
857034,株式会社パピルス,,06-4866-1124,,,
131768,メディカルケア御所ノ内株式会社,,0075-326-6071,,,
391117,メディカルケア御所ノ内株式会社,,0075-326-6071,,,
79739,社会福祉法人緑寿会,,075-593-0800,,,
116535,社会福祉法人緑寿会,,075-593-0800,,,
263464,社会福祉法人緑寿会,,075-593-0800,,,
399077,社会福祉法人緑寿会,,084-978-0345,,,
428336,社会福祉法人緑寿会,,0765-57-3511,,,
428337,社会福祉法人緑寿会,,0765-57-3511,,,
435624,社会福祉法人緑寿会,,075-593-0800,,,
709913,社会福祉法人緑寿会,,084-978-0345,,,
803823,社会福祉法人緑寿会,,075-593-0800,,,
79740,柊野福祉会グループ社会福祉法人柊野福祉会/アーバンスタイルケア株式会社,,075-711-5589,,,
79752,社会福祉法人かなえ福祉会,,075-950-3800,,,
138874,社会福祉法人かなえ福祉会,,052-979-4333,,,
432075,社会福祉法人かなえ福祉会,,075-950-3800,,,
590203,社会福祉法人かなえ福祉会,,075-950-3800,,,
844237,社会福祉法人かなえ福祉会,,075-950-3800,,,
845047,社会福祉法人かなえ福祉会,,075-334-5655,,,
886109,社会福祉法人かなえ福祉会,,075-950-3800,,,
79753,株式会社和道文化サービス,,075-746-3518,,,
685187,社会福祉法人永熊会,,052-693-770,,,
80117,株式会社イズミ,,052-991-3342,,,
123992,株式会社イズミ,,052-991-3342,,,
130981,株式会社イズミ,,052-916-5706,,,
365249,株式会社イズミ,,052-991-3342,,,
454563,株式会社イズミ,,052-991-3342,,,
549193,株式会社イズミ,,052-916-5706,,,
558276,株式会社イズミ,,052-902-8080,,,
559361,株式会社イズミ,,052-903-8220,,,
559398,株式会社イズミ,,052-325-5621,,,
559891,株式会社イズミ,,0568-68-7028,,,
559908,株式会社イズミ,,052-991-3342,,,
568681,株式会社イズミ,,052-916-5706,,,
494236,社会福祉法人ふたば,,0838-27-5000,,,
80119,大正村福祉株式会社,,0564-57-5052,,,
80122,株式会社Life・遊,,052-893-7700,,,
80124,社会福祉法人愛知県厚生事業団,,0564-48-6130,,,
130917,社会福祉法人愛知県厚生事業団,,0562-48-3121,,,
454408,社会福祉法人愛知県厚生事業団,,0564-48-6130,,,
559979,社会福祉法人愛知県厚生事業団,,0564-52-7715,,,
80146,社会福祉法人坂井来春会,,0776-51-8787,,,
392199,社会福祉法人坂井来春会,,077-651-8100,,,
398576,社会福祉法人坂井来春会,,0776-51-8100,,,
513962,社会福祉法人坂井来春会,,077-651-8100,,,
590353,社会福祉法人坂井来春会,,077-651-8100,,,
80209,有限会社やすらぎ,,059-279-3441,,,
361238,有限会社やすらぎ,,059-279-3441,,,
80210,社会福祉法人　四日市福祉会,,510-0007,,,
513120,社会福祉法人新清会,,0776-34-8762,,,
513115,社会福祉法人大日園,,0779-89-3390,,,
783143,社会福祉法人福聚会,社会福祉法人福聚会,0776-83-1773,,,
80235,株式会社等愛会,,0770-64-1030,,,
124138,株式会社等愛会,,0770-64-1030,,,
570586,株式会社等愛会,,0770-62-1165,,,
570610,株式会社等愛会,,0778-52-1117,,,
585742,株式会社等愛会,,0770-64-1030,,,
590386,株式会社等愛会,,0770-64-1030,,,
767346,株式会社等愛会,,0770-64-1030,,,
857694,株式会社等愛会,,0770-64-1030,,,
80247,社会福祉法人慈生会,,0778-27-2155,,,
385579,社会福祉法人慈生会,,0778-27-2155,,,
452917,社会福祉法人慈生会,,072-427-1165,,,
570607,社会福祉法人慈生会,,0778-27-2155,,,
767298,社会福祉法人慈生会,,0778-27-2155,,,
843995,社会福祉法人慈生会,,0778-27-2155,,,
857684,社会福祉法人慈生会,,0778-27-2155,,,
513121,社会福祉法人光道園,,0778-34-8003,,,
80304,株式会社プラスナビ,,0594-84-7927,,,
80644,株式会社北川エンジニアリング,,0595-84-1122,,,
590094,株式会社北川エンジニアリング,,0595-84-1122,,,
593271,株式会社北川エンジニアリング,,0595-84-1122,,,
806845,高砂ライフケア株式会社,グループホームゆう,059-361-5755,,,
806789,社会福祉法人永甲会,障がい者支援施設エビノ園,059-348-7760,,,
80789,有限会社メディケア総合研究所,,058-293-5620,,,
80807,ハウジング工房エムツー株式会社,,072-447-5511,,,
80808,社会福祉法人なでしこ会,,06-6351-1140,,,
116105,有限会社ウェルビーイング,,06-6672-2588,,,
132799,有限会社ウェルビーイング,,0572-55-7779,,,
537662,有限会社ウェルビーイング,,0572-55-7779,,,
686253,有限会社ウェルビーイング,,0572-55-7779,,,
80815,株式会社おだやか,,072-895-0700,,,
80820,株式会社GLOBALFLAT,,072-929-3188,,,
80822,社会福祉法人ふたかみ福祉会,,072-957-4041,,,
80823,株式会社TTN,,06-6661-5845,,,
563109,株式会社ピグマリオン,,06-6332-7888,,,
80830,社会福祉法人レーベンダンク,,072-427-7000,,,
562984,社会福祉法人レーベンダンク,,072-427-7000,,,
81372,社会福祉法人いまくまの,,075-744-0314,,,
81386,株式会社シティプランナー,,0774-71-8337,,,
81408,有限会社マインド,,0564-25-5537,,,
81437,社会福祉法人志楽園福祉会,,0565-75-1255,,,
123492,社会福祉法人志楽園福祉会,,0565-41-6565,,,
593681,社会福祉法人志楽園福祉会,,0565-41-6565,,,
844024,社会福祉法人志楽園福祉会,,0565-41-6565,,,
142462,株式会社HSKAI,,052-243-7210,,,
571891,株式会社シャイニングライフ,,096-882-8240,,,
590496,株式会社シャイニングライフ,,096-882-8240,,,
1006323,株式会社シャイニングライフ,コンパスウォーク宇都宮市平松,0968-82-8240,,,
510945,社会福祉法人清水新生会,,0776-82-5151,,,
87887,社会福祉法人慈徳会,,0598-31-2213,,,
108157,社会福祉法人慈徳会,,0478-79-5800,,,
144305,社会福祉法人慈徳会,,0597-36-1230,,,
372286,社会福祉法人慈徳会,,0478-79-5800,,,
406245,社会福祉法人慈徳会,,0299-69-2339,,,
406292,社会福祉法人慈徳会,,0598-29-1352,,,
439888,社会福祉法人慈徳会,,0299-69-2339,,,
453280,社会福祉法人慈徳会,,0598-31-2213,,,
506221,社会福祉法人慈徳会,,0299-69-2339,,,
571086,社会福祉法人慈徳会,,0598-32-5115,,,
590121,社会福祉法人慈徳会,,0598-31-2213,,,
828710,社会福祉法人慈徳会,,0598-31-2213,,,
829198,社会福祉法人慈徳会,,0598-31-2213,,,
829888,社会福祉法人慈徳会,,0598-31-2213,,,
843999,社会福祉法人慈徳会,,0598-31-2213,,,
844602,社会福祉法人慈徳会,,0598-29-1352,,,
958196,社会福祉法人慈徳会,,0299-82-9080,,,
550949,社会福祉法人四季の里,,059-321-0858,,,
694026,株式会社スマイル,,04-4222-0540,,,
902866,株式会社スマイル,,054-376-4070,,,
550944,社会福祉法人名張育成会,,0595-65-6766,,,
82445,リハビリ専門デイサービスはなのき並木店/KTCスマイルケア株式会社,,052-419-6008,,,
82460,社会福祉法人輪音,,0565-33-8600,,,
82487,日本ライフケアソリューションズ株式会社,,052-409-8139,,,
135822,日本ライフケアソリューションズ株式会社,,052-409-8139,,,
358472,日本ライフケアソリューションズ株式会社,,052-400-3780,,,
395317,日本ライフケアソリューションズ株式会社,,052-400-3780,,,
424333,日本ライフケアソリューションズ株式会社,,052-409-8139,,,
593688,日本ライフケアソリューションズ株式会社,,052-462-1210,,,
593751,日本ライフケアソリューションズ株式会社,,052-400-3780,,,
685115,日本ライフケアソリューションズ株式会社,,052-400-3780,,,
782900,日本ライフケアソリューションズ株式会社,ナーシングホームからふるきよす,052-400-3830,,,
82497,株式会社M’Sライク,,0566-93-2657,,,
82498,株式会社estrela,,0532-21-8387,,,
82518,スターツケアサービス株式会社,,075-326-6027,,,
450651,スターツケアサービス株式会社,,075-326-6027,,,
558467,スターツケアサービス株式会社,,052-858-1035,,,
576814,スターツケアサービス株式会社,,06-6437-1001,,,
588880,スターツケアサービス株式会社,,078-686-7186,,,
685257,スターツケアサービス株式会社,,047-350-0246,,,
930627,アルファケアサービス株式会社,,667773714,,,
82539,有限会社THC,,072-658-8920,,,
82551,株式会社きらめき,,06-7504-7858,,,
82552,株式会社POPぱすてるＰＯＰ,,06-6105-6305,,,
82576,社会福祉法人大泉会,,072-476-1111,,,
398408,社会福祉法人大泉会,,0224-32-2071,,,
532538,社会福祉法人大泉会,,0224-32-2071,,,
563092,社会福祉法人大泉会,,072-476-1111,,,
82577,社会医療法人若弘会,,072-869-0076,,,
769117,社会医療法人若弘会,,072-869-0076,,,
82884,ハートサービス株式会社,,072-820-0781,,,
124179,ハートサービス株式会社,,055-288-1680,,,
124742,ハートサービス株式会社,,055-288-1680,,,
131301,ハートサービス株式会社,,055-279-0225,,,
131306,ハートサービス株式会社,,055-288-0400,,,
396964,ハートサービス株式会社,,072-820-0781,,,
439961,ハートサービス株式会社,,055-279-0225,,,
439972,ハートサービス株式会社,,055-288-0400,,,
439975,ハートサービス株式会社,,055-288-1680,,,
450817,ハートサービス株式会社,,072-820-0781,,,
553789,ハートサービス株式会社,,055-279-0225,,,
565631,ハートサービス株式会社,,055-242-0166,,,
565668,ハートサービス株式会社,,055-288-0400,,,
682217,ハートサービス株式会社,,072-820-0781,,,
82887,株式会社くれはプランニング,,06-6727-4588,,,
354267,株式会社くれはプランニング,,06-6727-4588,,,
396965,株式会社くれはプランニング,,06-6727-4588,,,
82900,社会福祉法人リベルタ,,06-6921-6603,,,
134699,社会福祉法人リベルタ,,06-6925-8910,,,
364594,社会福祉法人リベルタ,,06-6925-8910,,,
431996,社会福祉法人リベルタ,,06-6925-8910,,,
146124,社会福祉法人美木多園,,072-296-1333,,,
452923,社会福祉法人美木多園,,072-296-1333,,,
146207,社会福祉法人和悦会,,06-4257-3660,,,
426777,社会福祉法人ラポール会,,072-228-9400,,,
426778,社会福祉法人ラポール会,,072-255-2700,,,
426779,社会福祉法人ラポール会,,072-277-2780,,,
426780,社会福祉法人ラポール会,,072-287-7222,,,
426781,社会福祉法人ラポール会,,072-289-1100,,,
426785,社会福祉法人ラポール会,,072-360-2090,,,
426786,社会福祉法人ラポール会,,072-360-2170,,,
426789,社会福祉法人ラポール会,,072-367-9560,,,
426791,社会福祉法人ラポール会,,072-368-2777,,,
426800,社会福祉法人ラポール会,,0721-50-1151,,,
426803,社会福祉法人ラポール会,,0721-55-0221,,,
512732,社会福祉法人ラポール会,,072-287-7222,,,
512733,社会福祉法人ラポール会,,072-287-7224,,,
563046,社会福祉法人ラポール会,,072-360-7200,,,
563102,社会福祉法人ラポール会,,072-237-2277,,,
565051,社会福祉法人ラポール会,,072-256-2277,,,
565058,社会福祉法人ラポール会,,072-255-2700,,,
565060,社会福祉法人ラポール会,,072-228-9666,,,
565130,社会福祉法人ラポール会,,072-368-2771,,,
569858,社会福祉法人ラポール会,,072-368-2777,,,
583917,社会福祉法人ラポール会,,072-287-7224,,,
673683,社会福祉法人ラポール会,,072-360-7200,,,
673701,社会福祉法人ラポール会,,072-368-2771,,,
673726,社会福祉法人ラポール会,,072-228-9666,,,
673823,社会福祉法人ラポール会,,072-289-1100,,,
754651,社会福祉法人ラポール会,特別養護老人ホームくみのき苑ゆらら,072-289-1100,,,
856684,社会福祉法人ラポール会,,072-368-2777,,,
930738,社会福祉法人ラポール会,,072-368-2777,,,
931084,社会福祉法人ラポール会,,072-368-2777,,,
931257,社会福祉法人ラポール会,,072-368-2777,,,
675986,社会福祉法人富美和会,,0721-26-1165,,,
720486,社会福祉法人富美和会,,0721-26-0708,,,
82927,社会福祉法人聖徳会,,072-339-1661,,,
396973,社会福祉法人聖徳会,,072-339-1661,,,
521657,社会福祉法人聖徳会,,018-874-8415,,,
82929,社会福祉法人成和会,,0721-26-0056,,,
361133,社会福祉法人成和会,,0721-26-0056,,,
396974,社会福祉法人成和会,,0721-26-0056,,,
415399,社会福祉法人成和会,,0985‐89‐5858,,,
450782,社会福祉法人成和会,,0721-26-0056,,,
82930,株式会社TAJIRI,,06-6695-1115,,,
82932,社会福祉法人みささぎ会,,072-952-0008,,,
82933,株式会社ACCELERATE,,06-6809-7611,,,
673012,株式会社ACCELERATE,,072-849-6820,,,
125669,株式会社ベア,,052-758-6610,,,
367593,株式会社ベア,,052-758-6610,,,
673863,株式会社丸福,,0725-90-5151,,,
675821,株式会社丸福,,072-432-2323,,,
83045,株式会社ハル,,072-493-9455,,,
