id,company,store,tel,address
710327,DSセルリア株式会社トータルセンター柏,,04-7164-6321,千葉県柏市柏6丁目7-10
710349,DSセルリア株式会社トータルリハセンター船橋,,047-423-6451,千葉県船橋市夏見1-10-30 高森ビル101
931897,fパナソニックエイジフリー株式会社パナソニックエイジフリーケアセンター加古川東・ショートステイ,,079-441-4716,兵庫県加古川市平岡町二俣10番5
93674,JA松阪シルバーサービスセンターふれあいの里くしだ,,059-828-2111,三重県松阪市豊原町1043番地の1
863739,LISTEN株式会社　リッスンデイサービスセンター,,0742-24-5466,奈良県奈良市法蓮町１３４８
864006,LISTEN株式会社　リッスンデイサービスセンター,,074-224-5466,奈良県奈良市法蓮町1348
817124,LIVORTグループ株式会社,社会福祉法人ふるさと自然村グループホームやす,0853-654-4208,
768015,Medical Consulting Seal株式会社ウェルホーム金沢,,0800-22-6155,石川県金沢市金沢駅徒歩24分
517756,OSS株式会社有料老人ホームオレンジ,,0566-71-3401,愛知県安城市北山崎大山9番地1
522393,Resora株式会社ナーシングホーム鈴鹿,,059-373-6173,三重県鈴鹿市一ノ宮町1901番地1号
874168,S・M・S株式会社　グループリビングとくしま県庁前,,088-678-8811,徳島県徳島市昭和町3丁目32番地　グループリビングとくしま県庁前
800115,S・M・S株式会社　デイサービスセンター満福,,088-679-6226,徳島県徳島市東新町2丁目20番地　銀座アビタシオン1階
800209,Ｓ・Ｍ・Ｓ株式会社　デイサービスセンター満福,,088-679-6226,徳島県徳島市東新町2丁目20番地　銀座アビタシオン1階
516717,SGグループ社会福祉法人みやぎ会,,0229-68-2201,宮城県加美郡加美町宮崎字屋敷七番 29
128186,SGグループ社会福祉法人みやぎ会グループホームさめがわ,,0247-29-1711,福島県東白川郡鮫川村大字西山字水口３１
484623,SGグループ社会福祉法人みやぎ会グループホームさめがわ,,0247-29-1711,福島県東白川郡鮫川村大字西山字水口３１
830269,SHKホールディングス株式会社グループホーム彩りぎふ,,058-296-1215,岐阜県岐阜市旦島6丁目1-16.
887174,SKHホールディングス株式会社グループホームあじさいつるまい,,052-733-3377,愛知県名古屋市昭和区山脇町4丁目8番地9号
742125,Ｓｏｌｅｉｌ株式会社 デイサービスセンターおおたわら和楽久,,0287-20-2117,栃木県大田原市美原二丁目3255番地5
743563,SOMPOケア株式会社介護付有料老人ホームラヴィーレ東所沢,,04-2946-5801,埼玉県所沢市東所沢2-10-4
743581,SOMPOケア株式会社介護付有料老人ホームラヴィーレ鶴ヶ島,,049-271-3755,埼玉県鶴ケ島市大字五味ヶ谷111-1
741468,SOUシニアケア株式会社グループホームゆうゆう多賀城,,022-389-2407,宮城県多賀城市高崎3−29−1
802747,SOUシニアケア株式会社介護付き有料老人ホーム...,,077-584-3771,滋賀県守山市今浜町2537-8
675991,STHグループ株式会社,,072-753-3177,
742777,TBCシルバーサービス株式会社介護付有料老人ホームみずき館林,,0276-49-6511,群馬県館林市高根町字向原1713-1
358340,TOKAIライフプラス株式会社介護付有料老人ホームリフレア上土,,054-265-5811,静岡県静岡市葵区上土2-13-35
931354,アースサポート株式会社　アースサポート尼崎デイサービスセンター,,06-4869-4200,兵庫県尼崎市稲葉元町1丁目7番21号
743641,アイ・ケア株式会社グループホームケアセンターあいあい,,048-969-1711,埼玉県越谷市赤山町2-27
743709,アイ・ケア株式会社社会福祉法人大吉会 特別養護老人ホームキャンベルホーム,,048-970-3330,埼玉県越谷市大吉552-1
366939,あい・さくらホーム株式会社,,06-6492-5903,兵庫県尼崎市田能5丁目9-39
583934,あい・さくらホーム株式会社,,06-6492-5903,兵庫県尼崎市田能5丁目9-36
680430,あい・さくらホーム株式会社,,06-6493-0766,
133755,あい・さくらホーム株式会社あい・さくらホーム田能,,066-492-5903,兵庫県尼崎市田能5丁目9-39
686088,あい・さくらホーム株式会社あい・さくらホーム田能,,066-492-5903,兵庫県尼崎市田能5丁目9-39
857288,あい・さくらボーム株式会社サービス付き高齢者向け住宅あい・さくらホーム田能,,06-6492-5903,兵庫県尼崎市田能5丁目9-39
931492,アイ・モバイル株式会社清山荘有料老人ホーム,,079-254-0133,兵庫県姫路市大塩町1089
804312,アイニコグループ株式会社,,074-271-9990,奈良県 奈良市朱雀3丁目1-7
140321,あいりナーシングホーム有限会社アット,,052-509-5115,愛知県名古屋市西区玉池町２５５番地
932181,アサヒクリーン株式会社　在宅介護センター宇治,,050-3317-7333,京都府宇治市小倉町西浦1-2 ONK.36 2階テナント 2-B号室
930818,アサヒサンクリーン株式会社　アサヒサンクリーン在宅介護センター大阪旭,,050-3317-7552,大阪府大阪市旭区生江1丁目10-41
932039,アサヒサンクリーン株式会社　アサヒサンクリーン在宅介護センター宝塚,,0797-86-0781,兵庫県 宝塚市売布2-11-1
932053,アサヒサンクリーン株式会社　在宅介護センターたつの,,050-3317-7664,兵庫県たつの市揖保川町黍田50-12
803921,アサヒサンクリーン株式会社　在宅介護センター京都中,,050-3317-7410,京都府京都市中京区西ノ京南原町53番地の2 第12長栄セントラルシティ－ハイツ1F
932279,アサヒサンクリーン株式会社　在宅介護センター京都北,,050-3317-7341,京都府京都市北区出雲路立テ本町7
769065,アサヒサンクリーン株式会社　在宅介護センター天理,,050-3317-7419,奈良県天理市川原城町812-1　今西ビル2階201号室
803706,アサヒサンクリーン株式会社　在宅介護センター天理,,050-3317-7419,奈良県天理市川原城町812番地1 今西ビル2F　201号室
803717,アサヒサンクリーン株式会社　在宅介護センター奈良,,050-3317-7414,奈良県奈良市法蓮町390番地の1 サンモール新大宮101号室
932052,アサヒサンクリーン株式会社　在宅介護センター姫路,,050-3317-7622,兵庫県姫路市北条口1丁目9番地　久宝寺ビル1階
931323,アサヒサンクリーン株式会社　在宅介護センター旭,,050-3317-7552,大阪府大阪市旭区生江1丁目10-41
803709,アサヒサンクリーン株式会社　在宅介護センター橿原,,050-3317-7415,奈良県橿原市中曽司町132-14
932152,アサヒサンクリーン株式会社　在宅介護センター福知山,,050-3317-7322,京都府福知山市駅南町三丁目101 アルファーユービル1階A号室
886396,アサヒサンクリーン株式会社アサヒサンクリーン在宅介護センター東海,,050-3317-1680,愛知県東海市大田町畑間1010番地 畑間ビル1階
895593,アサヒサンクリーン株式会社グループホーム吉田,,050-3317-7758,静岡県榛原郡吉田町神戸3333番地の1
895670,アサヒサングリーン株式会社デイサービスセンター吉田,,050-3317-7755,静岡県榛原郡吉田町神戸3333番地の1
886610,アサヒサングリーン株式会社介護付有料老人ホームラ・プラス青山,,050-3317-1587,愛知県名古屋市緑区青山一丁目29番地
894764,アサヒサンクリーン株式会社介護付有料老人ホームラ・プラス鶴が沢,,050-3317-1588,愛知県名古屋市緑区鶴が沢一丁193番地
931927,アサヒサンクリーン株式会社在宅介護センターはりま,,050-3317-7662,兵庫県加古川市加古川町北在家2648番地 ロイヤルコーポ加古川103号
830014,アサヒサンクリーン株式会社在宅介護センター刈谷,,050-3317-1722,愛知県刈谷市東陽町三丁目68番地 東陽町鬼頭ビル1階北側
768467,アサヒサンクリーン株式会社在宅介護センター奈良,,0745-55-6011,奈良県北葛城郡広陵町馬見北3丁目12－11
931928,アサヒサンクリーン株式会社在宅介護センター尼崎,,050-3317-7641,兵庫県尼崎市南塚口町3丁目9-22　カーサ・ヴィーヴァ103号室
769063,アサヒサンクリーン株式会社在宅介護センター橿原,,075-533-8833,奈良県橿原市中曽司町132-14
894862,アサヒサンクリーン株式会社在宅介護センター緑,,050-3317-1562,愛知県名古屋市緑区鳴海町字三高根55番地の1
830022,アサヒサンクリーン株式会社在宅介護センター美濃加茂,,050-3317-1655,岐阜県美濃加茂市太田町171番地 ビクトリーマンション店舗1階102号室
126546,アサヒサンクリーン株式会社在宅介護センター西伊豆,,0558-36-3610,静岡県賀茂郡西伊豆町仁科字下耕地486番地1 Ｔ'ｓ2階 左
586593,アサヒサンクリーン株式会社在宅介護センター西伊豆,,0558-36-3610,静岡県賀茂郡西伊豆町仁科字下耕地486番地1 Ｔ'ｓ2階 左
828840,アサヒサンクリーン株式会社在宅介護センター西伊豆,,0558-36-3610,静岡県賀茂郡西伊豆町仁科字下耕地486番地1 Ｔ'ｓ2階 左
829328,アサヒサンクリーン株式会社在宅介護センター西伊豆,,0558-36-3610,静岡県賀茂郡西伊豆町仁科字下耕地486番地1 Ｔ'ｓ2階 左
831069,アサヒサンクリーン株式会社在宅介護センター西伊豆,,0558-36-3610,静岡県賀茂郡西伊豆町仁科字下耕地486番地1 Ｔ'ｓ2階 左
799447,アサヒ株式会社グループホームあさひ,アサヒ株式会社グループホームあさひ,076-213-8900,石川県金沢市薬師堂町ロ8番地1-2F
488104,アザリーグループ　社会福祉法人江寿会,,03-5607-0492,東京都江戸川区中央1-8-21
575580,アトラグループ株式会社,,06-6533-7622,大阪府大阪市西区立売堀4丁目6番9号 大嘉ビル
769283,アトラグループ株式会社　ほねつぎデイサービス米子,,0859-21-7608,鳥取県米子市西福原6丁目3-45
725363,アトラグループ株式会社ほねつぎデイサービス,,087-863-6221,香川県高松市田町8-1 リバーボールビル1F
800756,あなぶきメディカルケア株式会社　アルファデイサービスセンター紺屋町,,087-802-2311,香川県高松市紺屋町5-3
508067,アリス有限会社住宅型有料老人ホームピーターラビットの家,,0567-23-2411,愛西市町方町二ツ橋104
588829,ありまこうげんグループ　社会医療法人寿栄会,,078-986-3711,兵庫県神戸市北区長尾町上津4663-3
109361,あんしんケアホーム和光株式会社,,0134-23-1777,北海道小樽市潮見台２丁目３番４号
403499,あんしんケアホーム和光株式会社,,0134-23-1777,北海道小樽市潮見台２丁目３番４号
93932,アンドライフサービス株式会社グループホーム北花田,,072-255-1991,大阪府堺市北区新堀町2-119
178592,いいなホーム株式会社,,044-701-8117,神奈川県川崎市麻生区千代ヶ丘1-20-100
522281,イシズム株式会社住宅型有料老人ホーム四日市北にじ,,059-328-5058,三重県四日市市伊坂町１６３６−４
593106,イシズム株式会社住宅型有料老人ホーム四日市北にじ,,059-328-5058,三重県四日市市伊坂町１６３６−４
517820,イシズム株式会社有料老人ホーム大安にじ,,0594-87-0040,三重県いなべ市大安町大井田336ｰ1
800035,イツモスマイル株式会社　デイサービスセンターイツモスマイル,,088-678-2565,徳島県徳島市北田宮1丁目7-19
800049,イツモスマイル株式会社　通所介護デイサービスセンターデイ恵南小松島,,0885-38-6860,徳島県小松島市大林町森ノ本4番3
800224,イツモスマイル株式会社デイサービスセンター恵小松島,,088-611-3131,徳島県徳島市佐古二番町5番11号
800257,イツモスマイル株式会社デイサービスセンター恵藍住,,088-693-1878,徳島県板野郡藍住町徳命字新居須80-1
800252,イツモスマイル株式会社デイサービスセンター恵阿南,,0884-24-8701,徳島県阿南市宝田町井関147-6
800217,イツモスマイル株式会社通所介護デイサービスセンターデイともだち倶楽部,,088-623-3577,徳島県徳島市中常三島町1丁目5番地2
743424,インターナショナルケアバンクセントスタッフ株式会社グループホーム戸田さくらそう,,048-445-9454,埼玉県さいたま市本町3－9－13
875807,ウェルコンサル株式会社　介護付有料老人ホームウェルライフ希,,0742-53-0251,奈良県奈良市大和田町1166番
769077,ウェルコンサル株式会社介護付有料老人ホームウェルライフ郡山,,0743-51-0221,奈良県大和郡山市田中町761
355472,ウェルコンサル株式会社特別養護老人ホームウェルケアはるか,,0743-23-0221,奈良県大和郡山市天井町227-1
743725,ウエルシア介護サービス株式会社介護付有料老人ホームウエルガーデンみずほ台,,049-275-0707,埼玉県富士見市大字水子5055-1
84313,ウェルフェアー城南デイサービスセンター(ウェルフェアー株式会社),,075-623-5252,京都府京都市伏見区中島鳥羽離宮町２３番地
932211,ウェルフェアー株式会社　ウェルフェアー城南デイサービスセンター,,075-623-6666,京都府京都市伏見区津知橋町411番6
857203,ウェルフェアー株式会社　デイサービスセンターありまふじ,,075-623-6666,京都府京都市伏見区津知橋町411番6
358670,ウェルフェアー株式会社　みのりデイサービスセンター太子,,079-277-1301,兵庫県揖保郡太子町東南413－1
358665,ウェルフェアー株式会社　みのりデイサービスセンター稲美,,079-492-5151,兵庫県加古郡稲美町国岡1丁目-93
117103,ウェルフェアー株式会社（みのり太子デイサービスセンター）,,075-623-6666,京都市伏見区津知橋町411番6
857376,ウェルフェアー株式会社ウェルフェアー伊丹グループホーム,,072-778-5131,兵庫県伊丹市野間北５丁目7番20号
931481,ウェルフェアー株式会社デイサービスセンターありまふじ,,079-559-6477,兵庫県三田市志手原1076-41
120521,ウェルフェアー株式会社みのりデイサービスセンター保城,,079-264-8801,兵庫県姫路市砥堀１６７－１
74298,ウェルホームからん(株式会社ウェルヴィレッジ),,0568-68-7717,北名古屋市高田寺北の川72
803833,エールシステムズ株式会社住宅型有料老人ホーム 京都有栖川マリアヴィラ,,758732463,京都府京都市右京区梅津構口町43-3
671405,エス・エスホームケア株式会社,,042-743-0594,神奈川県相模原市南区相模大野5-10-22
720700,エス・エスホームケア株式会社,,042-743-0594,神奈川県相模原市南区相模大野５-１０-２２
746801,エス・エスホームケア株式会社,特定非営利活動法人介護支援グループすきっぷ,042-743-0594,神奈川県相模原市南区相模大野5-10-22
759622,エフピー介護サービス株式会社グループホームエフビー前橋下小出,,027-219-0221,群馬県前橋市下小出町2-30-18
760970,エフビー介護サービス株式会社グループホームエフビー小山,,0285-39-8213,栃木県小山市出井825-2
931737,エルケア株式会社エルケア宝塚ケアセンター,,0797-88-7500,兵庫県宝塚市長尾町78番地
94104,エルケア株式会社堺ケアプランセンター,,072-240-3630,大阪府堺市北区奥本町1丁285 アビスタ北花田
138100,オークランドホーム株式会社,,023-642-1391,山形県山形市南原町三丁目20番27号
397396,オークランドホーム株式会社,,023-642-1391,山形県山形市南原町三丁目20番27号
408764,オークランドホーム株式会社,,023-642-1391,山形市南原町3-20-27
410015,オークランドホーム株式会社,,023-642-1391,山形県山形市南原町3-20-27
694376,オークランドホーム株式会社,,023-642-1391,山形県山形市南原町3-20-27
740858,オークランドホーム株式会社,,023-642-1391,山形県山形市南原町3-20-27
804135,オーチャード・ケア株式会社　介護付有料老人ホーム...,,077-245-1120,京都府宮津市字万年小字赤岩１０６０－１
804154,オーチャード・ケア株式会社介護付き有料老人ホームオーチャード長岡京,,075-959-0081,京都府長岡京市調子2丁目10番21号
710253,オービックジャパン株式会社デイサービスセンターりんく,,0436-67-0197,千葉県千葉市東五所6-8 第十南場ハイツ1階1
931305,オムニクス株式会社　グループホーム万葉,,072-291-2008,大阪府堺市南区豊田865番地3
354872,オムニクス株式会社グループホーム万葉,,072-291-2008,大阪府堺市南区豊田865-3
769082,かさね株式会社住宅型有料老人ホーム／小規模多機...,,0742-52-6514,奈良県奈良市六条西１丁目１２−２
886827,カルミア株式会社グループホーム咲花新栄,,052-251-3789,愛知県名古屋市中区新栄2丁目42-15
887151,カルミア株式会社デイサービスセンター咲花べんてん,,052-938-4325,愛知県名古屋市西区上名古屋2丁目1番地7号コンセール浄心1F
932035,ｶ株式会社ソラスト グループホームソラストももか太子,,0792-75-0755,兵庫県揖保郡太子町下阿曽15-1
799951,キャレオス株式会社小規模多機能ホームゆうゆう今津,,084-930-4416,広島県福山市今津町3丁目5番地18号
142157,グリーンライフ東日本株式会社介護付有料老人ホームメディス吉岡,,0279-55-1765,群馬県北群馬郡吉岡町大久保3265番地3
856500,グリーンライフ株式会社　介護付有料老人ホームカリエール茨木,,066-369-0121,大阪府吹田市春日三丁目20番8号
77829,グリーンライフ株式会社介護付有料老人ホームはぴ...,,0574-60-5160,岐阜県可児市川合北三丁目１３０
931726,グリーンライフ株式会社介護付有料老人ホームはぴね神戸学園都市,,078-798-2577,兵庫県神戸市西区学園西町１丁目１−番2号
857276,グリーンライフ株式会社介護付有料老人ホームはぴね神戸魚崎,,078-436-5136,兵庫県神戸市東灘区魚崎南町5-5-21
931688,グリーンライフ株式会社介護付有料老人ホームはぴね神戸魚崎,,078-436-5136,兵庫県神戸市東灘区魚崎南町5丁目5番21号
118232,グループホーム あけぼの(株式会社あけぼの),,025-383-0123,新潟県新潟市江南区曙町2-5-19
89134,グループホーム ぴぃす 株式会社祐理,,0562-85-1710,愛知県豊明市栄町大原31-1
137506,グループホーム ひかり天神橋(株式会社日光ハウジング),,06-6882-0508,大阪府大阪市北区長柄西2丁目12番19号
118233,グループホーム ヒルトップくしがた(社会福祉法人 御幸会),,0254-31-2121,新潟県新発田市菅谷3345番地1
122728,グループホーム/株式会社マツキ,,052-725-8561,名古屋市名東区社台3-86
126423,グループホームDD学園前(有限会社ドリームデべロップ),,0742-40-4867,奈良市学園緑ヶ丘1-9-12
757816,グループホームおらほの家,,0198-62-2617,岩手県遠野市下組町11-49
80088,グループホームきららあま七宝町(スターツケアサービス株式会社),,052-462-0611,愛知県あま市七宝町鯰橋6-27-1
80086,グループホームきらら豊田緑ケ丘(スターツケアサービス株式会社),,0565-25-2228,愛知県豊田市緑ケ丘7－52
83076,グループホームひかり幸町(株式会社日光ハウジング),,06-6568-5050,大阪府大阪市浪速区幸町３－７－２５
131469,グループホームふきのとう株式会社グループホーム...,,023-821-5616,山形県米沢市塩井町塩野2057番地
593180,グループホームふきのとう株式会社グループホーム...,,023-821-5616,山形県米沢市塩井町塩野2057番地
142392,グループホームふわふわ天王通り株式会社恵,,0567-55-7212,愛知県津島市天王通り5-22
122714,グループホームふわふわ蒲郡貴船　株式会社恵,,052-977-2166,愛知県名古屋市緑区鳴海町上汐田12番地　加福ビル1階
761009,グループホームまごころ,,０４９５－７１－８８１８,埼玉県本庄市西富田６５３－１
395049,グループホームやまのて株式会社ベルヴィー,,011-614-1343,札幌市西区山の手６条７丁目　２番１７号
581276,グループホームユートピア,,0294-25-7322,茨城県日立市東成沢町３丁目２３−１３
131557,グループホーム優芽,,0164-65-3013,北海道苫前郡苫前町字古丹別249番地
82491,グループホーム咲花唐山 カルミア株式会社,,052-753-4172,愛知県名古屋市千種区唐山1丁目41
83128,グループホーム宇治小倉【社会福祉法人南山城学園】,,0774-23-0250,京都府宇治市宇治蔭山9番11
81438,グループホーム木曽(有限会社アプティー),,0586-84-4600,みよし市三好ヶ丘駅
581937,グループホーム美咲の家,,077-536-5617,滋賀県大津市別保３丁目10番40号
126050,グループホーム花物語はだの,,0463-80-3855,神奈川県秦野市緑町12番2号
79751,グループホーム鷺坂【社会福祉法人南山城学園】,,0774-54-2066,京都府城陽市長池河原23番地 サンシード城陽103号・106号
538508,グレースホーム株式会社,,052-758-1510,愛知県名古屋市守山区新守山3503番地　グレース新守山ビル
830003,クロストーク株式会社ケアホームほくと,,0587-50-2522,愛知県江南市上奈良町旭41
804172,ケアコミュニティ株式会社 小規模多機能ホーム亀岡...,,077-122-8239,京都府亀岡市曽我部町南条下河原8番
125534,ケアサポートセンター ようざん(株式会社プランドゥ),,027-362-0300,高崎市上並榎町１１８０
497813,ケアサポート株式会社グループホームケアサポート...,,048-640-1765,埼玉県さいたま市大宮区土手町1-2　JA共済埼玉ビル7階
769185,ケアテラス株式会社　けいはんなデイサービスセンター香芝,,0745-71-1650,奈良県香芝市瓦口43-1 トゥインクル香芝
768218,ケアファースト株式会社グループホームらくらく,,0778-22-2120,福井県越前市稲寄町12－8－5
783138,ケアファースト株式会社グループホームらくらく,グループホームらくらく,0778-22-2120,福井県越前市稲寄町12-8-5
783183,ケアファースト株式会社グループホームらくらく,ケアファースト株式会社グループホームらくらく,0778-22-2100,福井県越前市稲寄町12－8－5
768270,ケアファースト株式会社小規模多機能ホームほがら家,,0778-21-5588,福井県越前市瓜生町31－1
768309,ケアファースト株式会社有料老人ホームとまり樹,,0778-22-0055,福井県越前市瓜生町31-1
770433,ケアホーム株式会社,,093-965-3022,福岡県北九州市小倉南区徳力4丁目21番14号
857480,コウダイケアサービス株式会社　介護付有料老人ホームうさぎの里,,078-891-7307,兵庫県神戸市中央区八幡通3-1-14サンシポートビル３階
931373,コウダイケアサービス株式会社コウダイケアコールセンター,,078-855-8028,兵庫県神戸市中央区八幡通３丁目１−１４
769108,ここり株式会社　デイサービスセンターかがやき,,0745-34-0355,奈良県北葛城郡王寺町久度4-3-13
741692,コスモスケア株式会社　グループホームコスモス鶴ヶ谷,,022-388-3965,宮城県仙台市宮城野区鶴ケ谷東4-13-8
759150,コスモスケア株式会社グループホームコスモス松島,,022-762-5605,宮城県宮城郡松島町磯崎字長田80番222
758989,コスモスケア株式会社コスモス南光台 ケアプラン/ホームケア/デイサービス/グループホーム,,022-347-3811,宮城県仙台市泉区八乙女中央3丁目9番1号
389941,サカグループ 有限会社サカコーポレーション,,082-831-2020,広島県広島市安佐南区緑井6丁目28-1
560254,サカグループ有限会社サカコーポレーション,,045-374-4165,神奈川県横浜市港南区上永谷町4610番地1
679684,サテラホーム有限会社,,011-667-8787,北海道札幌市西区発寒１１条４丁目５番１号
120337,サポートセンターTagomaru,,022-352-5951,宮城県仙台市宮城野区田子西１丁目１２−３
740664,サン・ミルク株式会社あいさりグループホーム長寿園,,0197-72-8187,岩手県北上市相去町和田99-4
358117,サンキ・ウエルビィ株式会社　グループホーム下関,,083-250-1125,山口県下関市生野町1丁目4-10-2
358123,サンキ・ウエルビィ株式会社　グループホーム周南,,0834-27-6785,山口県周南市遠石1丁目10-57
357735,サンキ・ウエルビィ株式会社　グループホーム柳井,,0820-22-3115,山口県柳井市柳井1013-1
358114,サンキ・ウエルビィ株式会社　グループホーム熊毛,,0833-92-0556,山口県周南市呼坂本町9-7
358118,サンキ・ウエルビィ株式会社　デイサービスセンター山口,,083-923-3611,山口県山口市平井1417-8
358121,サンキ・ウエルビィ株式会社　小規模多機能センター下関,,083-250-1123,山口県下関市生野町1丁目4-10-2
358380,サンキ・ウエルビィ株式会社　小規模多機能センター今保,,086-250-3386,岡山県岡山市北区今保154-1
358116,サンキ・ウエルビィ株式会社　小規模多機能センター柳井,,0820-25-3885,山口県柳井市柳井1010-1
358119,サンキ・ウエルビィ株式会社　小規模多機能センター熊毛,,0833-92-0550,山口県周南市呼坂本町9-7
357685,サンキ・ウエルビィ株式会社グループホーム出雲,,0853-53-8115,島根県出雲市大社町北荒木1313
357694,サンキ・ウエルビィ株式会社グループホーム玉湯,,0852-62-3220,島根県松江市玉湯町湯町1989-1
357684,サンキ・ウエルビィ株式会社小規模多機能センター雲南,,0854-45-3535,山口県雲南市三刀屋町三刀屋4番7号
799358,サンケアグループ 社会福祉法人Flower 和の郷上荒屋,社会福祉法人Flower和の郷上荒屋,076-259-0920,石川県金沢市上荒屋1丁目305番地
768074,サンケアホールディングス株式会社グループホーム想愛木越,,076-237-6615,石川県金沢市木越町レ31番地1
767955,サンケアホールディングス株式会社プホームサンケア東長江,,076-255-0509,石川県金沢市東長江町13-1
767878,サンケアホールディングス株式会社地域密着型特別養護老人ホーム和の郷上荒屋,,076-259-0920,石川県金沢市上荒屋1丁目305番地
759821,サンケアホールディングス株式会社小規模多機能ホーム和の郷鞍月,,076-254-0710,石川県金沢市直江西1-94
759795,サンケアホールディングス株式会社特別養護老人ホーム和の郷鞍月,,076-254-0710,石川県金沢市直江西1-94
743785,サンケア杜の里株式会社住宅型有料老人ホームサンケア杜の里,,076-255-7800,石川県金沢市もりの里2丁目138
799372,サンケア杜の里株式会社有料老人ホームサンケア杜の里,サンケア杜の里株式会社,076-255-7800,石川県金沢市もりの里2丁目138
370769,さんこうじゅ株式会社　住宅型有料老人ホームたちばなの香,,0568-51-8288,愛知県春日井市白山町六丁目８番１
552455,サンファースト福祉グループ株式会社,,045-459-6647,神奈川県横須賀市鴨居4-1322-2
362450,サンヨーホームズコミュニティ株式会社,,06-7662-8002,大阪市西区西本町1丁目4番1号（オリックス本町ビル7階）
565149,サンヨーホームズコミュニティ株式会社,,06-7662-8002,大阪市西区西本町1丁目4番1号
79155,サンヨーホームズコミュニティ株式会社健康サロンサンアドバンス緑ヶ丘,,06-7506-3450,大阪府豊中市北緑丘1-4-7
769795,サンライフほのぼの有限会社　介護付有料老人ホームさくらが丘,,0855-92-0220,島根県江津市桜江町小田８５６−１０
366493,しごとセンターなら　株式会社ジェイ・アライアンス,,0742-33-7677,奈良県奈良市芝辻町500-1
741417,シップヘルスケアファーマシー東日本株式会社グリーンライフ仙台デイサービスセンター,,022-304-3183,宮城県仙台市太白区あすと長町一丁目3番1号
137939,シニアエール株式会社住宅型有料老人ホームウェル...,,017-763-5610,青森県青森市桜川6-6-21
580222,シニアエール株式会社住宅型有料老人ホームウェル...,,017-763-5610,青森県青森市桜川6-6-21
357021,シムラ商事株式会社介護付有料老人ホーム ハビリス・シムラ,,082-503-5707,広島県広島市中区舟入町３番９号
886667,ジョイコンフォート株式会社介護付有料老人ホーム喜楽の里,,0564-66-5454,愛知県岡崎市才栗町字田面117番地
