id,company,store,tel,address,url,url_2,title,industry,mail,first_name,postnumber,people,caption,business,genre,mobile,choice,inflow,other,history,area,target,meeting,experience,price,number,start,remarks,extraction_count,send_count
938670,ALSOK介護介護株式会社,,048-287-6636,埼玉県川口市本蓮１丁目１９−２１,https://kaigo.alsok.co.jp/,https://xn--pckua2a7gp15o89zb.com/jbn/7b49ca7c4b42135d9abba73bddcc6ba2,介護付き有料老人ホームのケアマネージャー／川口市本蓮／介護付有料老人ホ...,LINK（介護）, , ,,,,介護,介護付有料老人ホーム,,,,正社員,,,,,,,,,,,
109556,ＡＬＳＯＫ介護株式会社,,048-631-3690,埼玉県さいたま市大宮区三橋二丁目795番地,https://xn--pckua2a7gp15o89zb.com/rd/?uaid=l3332c8a0855a73fdcacc0db3ab448292&p=t%2BAK7k0GmMUr0ZRss/MBm5vRD%2Bjw4KNeNlIiNKAdUoFjcWW6M4QZOZ/R8mOeCcNX7i1bVr2ZHPTX9HLD8hUMS8b0tjTEPrTu48fvggxzJZrv/jhfHAmYTmWeZmcj2a/ZbdHoTh/8u2VajTe2uFdD%2B6YilWMYB3GIExqwHszYaR3K8PLRQsPQbP%2BvqRecDYd70qeBC/XHys/n/s32TTs//Z63XTvVM/8fpXjYJpdgKJru5OgYs6SeFHQukXQubEDrcga8XPajyyP7H1TPOPxV%2Bz7I0gbtndxTkrK5UDRnMkAU5g7B7A71ftMPAo/tTOkajGQHEot0a6AaksTUxKXllqjJlwxWhEGoSJj1XQUKzzU%3D&ph=29df1f68dba5&phv=1,https://kaigo.alsok.co.jp/,社会保険完備の職場で介護職／ヘルパー,asia（介護）,,宮澤　裕一,330-0856,"4,573名",,,,,,,正社員,,,,,,,,,,,
133172,ＡＬＳＯＫ介護株式会社,,048-631-3690,埼玉県さいたま市大宮区三橋2丁目795番地,https://xn--pckua2a7gp15o89zb.com/jb/34194966ff89077515be480de82a5506,https://kaigo.alsok.co.jp/,ケアスタッフ・社会保険完備の職場で介護職／ヘルパー,圏友（介護）,,宮澤　裕一,330-0856,"4,548",,,,,,,正社員,,,,,,,,,,,
411399,ＡＬＳＯＫ介護株式会社,,048-631-3690,埼玉県さいたま市大宮区三橋2丁目795番地,https://kaigo.alsok.co.jp/,https://jp.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AAmL2CRuhy_-UmHV72Jho4W-qTsWVH5TQVMoi54fuN6DJcpn-udn6TjLBuVZDnWyHZcv9upTKo3kOqcDMdbNHkrKrXRedoGe67QacKHV3QBv4niiS3uy3Da0BjBu1SYZsoM8lYzTUAoUuZ_fo7zunYCaq1CaRb2x-b2mrY9MTOj3FNg2S0oEIKoCezxYnoX0xbc-ChtC6bzx-0b8sMN_EwAj-ziNq99WH5ZDNwfSF6OECgzJXYFRuqYWp-F7_WeI7a4TnzDtHLMnmrrA8iYHMLJbcRdWcM793FSZD1y1Ws23wBjUntQF2FkJui9EICekU2GWpNsT0NyUkZgfgyyWB_BlBjsd2eX6pahwwJIQEU8hsGz9zCCTmoLoJKNvZKJVVrxgPFEtLuMpxRvY4_t_44pX5zijHAoqik9bcvONaZJZDObQPD_eNI8S3lHEEMNd64PAtpaRXR6-IGC6fS6G7nQImWxlKc_xDBlZ11NZCTQGP6pa_g2sh_aeP3OzBuYWrBI6yaKKE1TujkplJqsNMt3v1EPDb0HuwheWhgUCCC63BbrYn67YXQa95IxO5X-Qn-nLy_SQUKYki3ahE3fNyGELvSAylDjUu6bhWaSN3gVepvFtPxC1f1d8v0jhbEYWn7_QCzLCEoBVnzz8c09NEF0MJZa2qeg3hWVtxRyjboI_p8oox_NxRxRHJ6K5lsouE92Epl_iG7syh23TlY4IJXICiTpSNviB2puUo3adfk7R3e2RFMzTnL2MkyQJZ5f-0gG2mIltQLUHmHTRE4gHmizpmRyF2zRBMCVZYgJIVjG-096RhQOnTvE97AX-jK_DVrEDoWIvk5VqtMa15Vgh2uwCR1i83B_hugI2yoGbsXHz6pcT2m_SW7S8YW0Ex1u5JS5acG8FZiU0nb6Pz0k3JkO3DSlclMMXPuKrjNeAfUoucfaC2n-UGJwCMIFCYGL8-mvFCxPWDoYrPN7qAZvSRoFyN4M-6H59KKRk4gSBLWFTiAX-SPGxwoZO2DhHdhrskeaeuH44DtbQ==&xkcb=SoCI-_M3SQhFhhWTJh0ObzkdCdPP&p=8&fvj=1&vjs=3,准看護師/介護施設/常勤(日勤のみ)/介護付有料老人ホームみんなの家・鳩ヶ谷,TAKARA（介護）,,熊谷　敬,330-0856,4228,,介護,グループホーム,,,,,,,,,,,,,,,
493148,ＡＬＳＯＫ介護株式会社,,048-631-3690,埼玉県さいたま市大宮区三橋2丁目795番地,https://kaigo.alsok.co.jp/,https://xn--pckua2a7gp15o89zb.com/jb/309799727129c47d3ec4475124ffe520,介護付有料老人ホームの介護職,グローバル（介護）,,,,,,介護,,,,,正社員,,,,,,,,,,,
497862,ＡＬＳＯＫ介護株式会社,,048-631-3690,埼玉県さいたま市大宮区三橋2丁目795番地,,https://xn--pckua2a7gp15o89zb.com/jb/d227384ea0f48266395f29e0c8a7e8df,介護職・ヘルパー,フコックス（介護）,,,330-0856,,,介護,有料老人ホーム,,,,正社員,,,,,,,,,,,
521283,ＡＬＳＯＫ介護株式会社,,0120-294-772,埼玉県 さいたま市 大宮区　上小町1440-2,https://kaigo.alsok.co.jp/,https://xn--pckua2a7gp15o89zb.com/jb/e04a3841dd2407cff4502380dee0dd91,介護職・ヘルパー,グローバル（介護）,,熊谷　敬,330-0856,,,介護,グループホーム,,,,正社員,,,,,,,,,,,
521546,ＡＬＳＯＫ介護株式会社,,049-247-8302,埼玉県川越市 むさし野38-19,https://kaigo.alsok.co.jp/,https://xn--pckua2a7gp15o89zb.com/jb/a870854f5d259ca29bd36c6e21f32063,介護職／介護付有料老人ホーム,グローバル（介護）,,,350-1170,,,介護,介護付有料老人ホーム,,,,正社員,,,,,,,,,,,
521558,ＡＬＳＯＫ介護株式会社,,048-485-2966,埼玉県志木市 中宗岡1-19-58,https://kaigo.alsok.co.jp/,https://xn--pckua2a7gp15o89zb.com/jb/ce7e43343ae78f5578365c7bc3fa766e,グループホームの介護福祉士,グローバル（介護）,,,353-0002,,,介護,グループホーム,,,,正社員,,,,,,,,,,,
521566,ＡＬＳＯＫ介護株式会社,,048-735-4029,埼玉県春日部市 大場675-1,https://kaigo.alsok.co.jp/,https://xn--pckua2a7gp15o89zb.com/jb/29e09b52a4c86c77e77b34fe7e367b99,ケアスタッフ・社会保険完備の職場で介護職／ヘルパー,グローバル（介護）,,,344-0021,,,介護,グループホーム,,,,正社員,,,,,,,,,,,
549053,ＡＬＳＯＫ介護株式会社,,048-631-0205,埼玉県さいたま市 大宮区三橋2-795,https://kaigo.alsok.co.jp/,https://xn--pckua2a7gp15o89zb.com/jb/c314be5f5bf3f62d2db614d0b08df0cf,介護職・ヘルパー,グローバル（介護）,,,330-0856,,,介護,グループホーム,,,,正社員,,,,,,,,,,,
549055,ＡＬＳＯＫ介護株式会社,,048-470-0080,埼玉県志木市 上宗岡3-6-36,https://kaigo.alsok.co.jp/,https://xn--pckua2a7gp15o89zb.com/jb/6f3b7dcca70c37caadaccfae24baec39,デイサービスの介護職員生活相談員,グローバル（介護）,,,353-0001,,,介護,デイサービス,,,,正社員/アルバイト・パート,,,,,,,,,,,
549142,ＡＬＳＯＫ介護株式会社,,052-741-7757,愛知県名古屋市昭和区阿由知通3丁目3-2,https://kaigo.alsok.co.jp/,https://xn--pckua2a7gp15o89zb.com/jb/94c34e77c88ec3b37972d01f97e78e73,介護福祉士／介護施設,グローバル（介護）,,,,,,介護,介護老人保健施設,,,,正社員,,,,,,,,,,,
558230,ＡＬＳＯK介護株式会社,,048-984-6870,埼玉県吉川市栄町1501番地,https://kaigo.alsok.co.jp/,https://xn--pckua2a7gp15o89zb.com/jb/b4f383897f4e65a2b15cf3fff997e8c6,介護職・ヘルパー,グローバル（介護）,,熊谷　敬,,"4,103",,介護、医療、保育,グループホーム運営　介護付有料老人ホーム運営　住宅型有料老人ホーム運営　サービス付き高齢者向け住宅運営　デイサービス運営　ショートステイ運営　訪問介護事業　訪問看護事業　居宅介護支援事業　小規模多機能型居宅介護事業福祉用具貸与・販売事業地域包括支援センター運営認可保育園運営,,,,正社員,,,,,,,,,,,
565050,ＡＬＳＯＫ介護株式会社,,06-4394-2880,大阪府茨木市 豊川2-23-10,https://www.honest-ty.com/,https://xn--pckua2a7gp15o89zb.com/jb/9e820cd66f8c480ea79cfdc5aa09ad67,住宅型有料老人ホームの介護補助,グローバル（介護）,,,567-0057,,,介護,有料老人ホーム,,,,正社員,,,,,,,,,,,
570140,ALSOK介護株式会社,,044-930-6131,神奈川県川崎市多摩区登戸302,https://kaigo.alsok.co.jp,https://xn--pckua2a7gp15o89zb.com/jb/5799686e16a489a74986327b7a43d0a2?utm_source=%E6%B1%82%E4%BA%BA%E3%83%9C%E3%83%83%E3%82%AF%E3%82%B9.com&utm_medium=referral,グループホームでの介護職／無資格可,フコックス（介護）,,熊谷　敬,330-0856,"4,103",,介護,在宅介護サービス、入居サービス,,,,正社員,,,,,,,,,,,
573764,ALSOK介護株式会社,,043-296-8601,千葉県千葉市花見川区南花園2-9-21,https://kaigo.alsok.co.jp,https://xn--pckua2a7gp15o89zb.com/jbi/c7044df2e82711e0bfe9b615f626912b,1／11新着／有料老人ホームの介護職／ヘルパー社会保険完備／研修制度充実／無料駐車場,フコックス（介護）,,熊谷　敬,330-0856,"4,103",,介護,在宅介護サービス、入居サービス,,,,正社員,,,,,,,,,,,
573880,ALSOK介護株式会社,,050-8892-3880,千葉県流山市おおたかの森西1-23-3,https://kaigo.alsok.co.jp,https://xn--pckua2a7gp15o89zb.com/jb/dbf6edd2a8fde0e22deeec92d07bfe5f,サービス付き高齢者向け住宅／介護職員,フコックス（介護）,,熊谷　敬,330-0856,"4,103",,介護,在宅介護サービス、入居サービス,,,,正社員,,,,,,,,,,,
575812,ＡＬＳＯＫ介護株式会社,,048-631-3690,埼玉県さいたま市大宮区三橋2丁目795番地,https://kaigo.alsok.co.jp/,https://xn--pckua2a7gp15o89zb.com/jb/35fbeb11348e5c725923295521db3508,介護士,SOUND（介護）,,熊谷　敬,330-0856,"4,103",,介護,グループホーム運営　介護付き有料法人ホーム運営　デイサービス運営　ショートステイ運営　訪問看護運営　居宅介護支援事業　小規模多機能型居宅介護事業　福祉用具貸与・販売事業　地域包括支援センター運営　認可保育園運営,,,,,,,,,,,,,,,
588708,ＡＬＳＯＫ介護株式会社,,045-545-6055,神奈川県横浜市 港北区綱島東4-9-17,https://kaigo.alsok.co.jp/facility/search/detail/382?utm_source=gmb&utm_medium=gmb_link&utm_campaign=gmb_t,https://xn--pckua2a7gp15o89zb.com/jb/cf9bbd236af380868c37c1ebea47e3c5?utm_source=%E6%B1%82%E4%BA%BA%E3%83%9C%E3%83%83%E3%82%AF%E3%82%B9.com&utm_medium=referral,グループホームでの介護職／初任者研修,グローバル（介護）,,熊谷　敬,223-0052,"4,103",,介護,グループホーム,,,,正社員,,,,,,,,,,,
588712,ＡＬＳＯＫ介護株式会社,,044-751-6222,神奈川県川崎市宮前区南野川2-38-5,https://kaigo.alsok.co.jp/facility/search/detail/67?utm_source=gmb&utm_medium=gmb_link&utm_campaign=gmb_t,https://xn--pckua2a7gp15o89zb.com/jb/27e6008e0ff258626f060c8546d2c36f,介護職・ヘルパー,グローバル（介護）,,熊谷　敬,216-0042,"4,103",,介護,グループホーム,,,,正社員,,,,,,,,,,,
588713,ＡＬＳＯＫ介護株式会社,,045-300-5560,神奈川県横浜市瀬谷区 宮沢4-28-8,https://kaigo.alsok.co.jp/facility/search/detail/53,https://xn--pckua2a7gp15o89zb.com/jb/f683d7e11baf9f307363134e0e1f7257?utm_source=%E6%B1%82%E4%BA%BA%E3%83%9C%E3%83%83%E3%82%AF%E3%82%B9.com&utm_medium=referral,グループホームでの介護職／無資格可,グローバル（介護）,,熊谷　敬,246-0038,"4,103",,介護,グループホーム,,,,正社員,,,,,,,,,,,
591271,ALSOK介護株式会社,,050-8891-0113,埼玉県志木市上宗岡3丁目6-40,https://kaigo.alsok.co.jp/,https://xn--pckua2a7gp15o89zb.com/rd/?uaid=l0ba84a08fb2c7c0666bdaf17de908162&p=t%2BAK7k0GmMUr0ZRss/MBm0HOTmTVpP0TJGwIyjnkekyHm81B8KcRUoXMnBE5ovsJg5mWYWcCoD1BhKpPfVJDwGidAgfHqBQoe/89nqap1kfS5XV3%2BQLKtXq9O9Jy%2BX8ASQ8QZVsbWCDxpXjsmw2WljLrwJmqtAY27NjFfvV9JKegArTztmWE%2BUmPSdyvee7owyEUIw0LjPmy%2BvqzeMdYtFdwb2vpjd9aeMKpvk7gbquVNIGYVGoWyd3CIZ86aloReSUZzCa2wbGFwPZM/2RyuNg3w0R%2BzHrcJDVMdQ7ED8Is9RHggsdc2sTup5%2B2Lqpmu9rUNIi7LDvYRfSe3mNAy5TV0FEP1RqomDB9qlJKJY%2BIzD4h6qAFbg3zj921sRW1JXrzMd3%2BvPQUJpfJ1puksDh1OOhxTp0pio3MoiWOkZ1ETxhEro5SBtmqAbEamj9UhRa8TJhxQGXuHRI0jfzcgXg56Y1Bt3Cti2Wr%2BOhe0TLuauXBKy8pAIyfAIsY%2BEb8FfWSi74bIuKdIhnBWQL32VFhf1cYcuEwMpBm4lyKPoUdrFljVp0gndgsTxmn2BKh&ph=18127c86eb50&phv=1,介護職,フコックス（介護）,,熊谷　敬,330-0856,"4,103",,介護,在宅介護サービス、入居サービス,,,,正社員,,,,,,,,,,,
591272,ALSOK介護株式会社,,048-450-1002,埼玉県和光市下新倉2-38-15,https://kaigo.alsok.co.jp/,https://xn--pckua2a7gp15o89zb.com/rd/?uaid=l64b17b1dea2c2c854ab3ceb67b98b027&p=t%2BAK7k0GmMUr0ZRss/MBm%2BtxnikvLeHD4HftZAxBSp2HyTsV48O4nWekc/D7EU5hTTYKFMhxhPy0p8LHHERdmWidAgfHqBQoe/89nqap1ke%2Br/Xjdk0eXmBZw1VHCFxH5l41Kt7SxUlG04bICOpBihuO%2BXtD0zbMZYBxH%2BKw91yAMu1sU9R3cTjgA1OyV8Iec8UOZ918fvr81gB7cqpNgguE3RPxkuNqLprvMhez6hDyyeNF5WaUH5jTrs2vjpkpJrYVKjNYffEeaDsRxTxJH73EhN5G%2Bp8p4ohygRziw2tW%2BHoRWZ7e5FJr8VRQtv/ZMgDm%2BqAXCKya13trRip00h5uHRO0TbfwydznYzzj6mgDalGyQf57bOx2mGrUV0fb5z6tLiEHrz%2ByEzKEV6D8kFJ1OTWmxppT0cMhIUYbLghC82NN3jL0IWjlBs9VuP%2Bj8J7a6GVxSlLJ2yW1Bw7AOneTTkZzlBKySz3LV/Zl/sef1ogODXt/CPtQIlJ8LqUGySAwBM5h9gDItNf78uTdXFmQp/d9epQ8tuxb5sB78T4%3D&ph=2848260a0efc&phv=1,介護福祉士／24年4月新規オープン／平均残業月5時間以下,フコックス（介護）,,熊谷　敬,330-0856,"4,103",,介護,在宅介護サービス、入居サービス,,,,正社員,,,,,,,,,,,
591273,ALSOK介護株式会社,,048-950-0102,埼玉県三郷市早稲田2-26-17,https://kaigo.alsok.co.jp/,https://xn--pckua2a7gp15o89zb.com/rd/?uaid=l232b08a8d3a5dda8a96f874215fbddf3&p=t%2BAK7k0GmMUr0ZRss/MBm5k23MmxJNsaIIgdZQM8Vti%2BQ1t7aWvxkQ%2BR71RAo1QxV5UWb5eEvyI2QR8YkGASmGidAgfHqBQoe/89nqap1kc8pXoHi5KeglQq9Or9zLNV5l41Kt7SxUlG04bICOpBihuO%2BXtD0zbMZYBxH%2BKw91yAMu1sU9R3cTjgA1OyV8Iec8UOZ918fvr81gB7cqpNgguE3RPxkuNqLprvMhez6hDyyeNF5WaUH5jTrs2vjpkpJrYVKjNYffEeaDsRxTxJH13cTCml0JQ5WXw5MN2q3XdlH4052Ynchiz7eycYZ5I3MgDm%2BqAXCKya13trRip00h5uHRO0TbfwydznYzzj6mgDalGyQf57bOx2mGrUV0fbIysytCCpGfY3QW2CNuxiAyqYJToRFEG7evHgTkWj/nE2Q01PvJrdWks14N7ceAcQNzxBE%2B4Xe%2Brokfw5jSE7BH43waxZZ4BTiCu3a8ij/G/WvZLp8VEzbiF1QTdLFBdOVcSKlhkcsgTKkSczjOykxiGDyabQK6AR/Mw51SmQU/c%3D&ph=a0d0628d9f7f&phv=1,介護職,フコックス（介護）,,熊谷　敬,330-0856,"4,103",,介護,在宅介護サービス、入居サービス,,,,正社員,,,,,,,,,,,
591274,ALSOK介護株式会社,,050-8891-3085,埼玉県蕨市錦町6-9-29,https://kaigo.alsok.co.jp/,https://xn--pckua2a7gp15o89zb.com/rd/?uaid=lce0325a40050821ea0aefb7705afe740&p=t%2BAK7k0GmMUr0ZRss/MBm3DWiF070bi1NR8ShRWxsalLquD6yETjvRxS/xq8mouGy8nNQsHrjDiYTUemrN/nrmidAgfHqBQoe/89nqap1kfa34fH50mKr563KwRcMXT65l41Kt7SxUlG04bICOpBihuO%2BXtD0zbMZYBxH%2BKw91yAMu1sU9R3cTjgA1OyV8Iec8UOZ918fvr81gB7cqpNgguE3RPxkuNqLprvMhez6hDyyeNF5WaUH5jTrs2vjpkpJrYVKjNYffEeaDsRxTxJH2MCBBqdCxEfIBO8SrwKYsucPaEBK%2B2YF6O4RjCRHQWavGnmKytqU/Yblz/uBao9YC0m8KiGBLJbmsXPjxceLH3ckr1tp4l9iP5N1XQiaaZXW9tkUpVdImVmQATTMJ80WS0bVcCQS53mtrf9AE8kD2/jrTB7zFOMCzGuiJmKPtTzBzqvaF70G63GDjSY18RUr9HfaooRTrfKyFKHqldLqPLuauXBKy8pAIyfAIsY%2BEb8Qctbdyg600Db1mFNqrhgAVFhf1cYcuEwMpBm4lyKPoUdrFljVp0gndgsTxmn2BKh&ph=b21b12c67dcf&phv=1,介護福祉士,フコックス（介護）,,熊谷　敬,330-0856,"4,103",,介護,在宅介護サービス、入居サービス,,,,正社員,,,,,,,,,,,
