id,company,store,first_name,last_name,first_kana,last_kana,tel,tel2,fax,mobile,industry,mail,url,people,postnumber,address,caption,remarks,status,created_at,updated_at,memo_5,title,other,url_2,inflow,business,price,number,history,area,target,start,choice,sfa_statu,contact_url,meeting,experience,extraction_count,send_count,worker_id,genre,forever,customers_code,requirement_title,price_title,experienc_title,refund_title,usp_title,other_receive_1_title,other_receive_2_title,other_receive_3_title,industry_code,company_name,payment_date,industry_mail,worker_update_count_day,worker_update_count_week,worker_update_count_month
475728,株式会社リアルライフケア,,川畑 輝雅,,,,092-408-2088,,,,グローバルイノベーション,,,,815-0032,福岡県福岡市南区塩原1丁目20番37号,,,,2023-08-21 20:08:27 +0900,2024-10-19 17:20:44 +0900,,有料老人ホームでの介護業務,正社員,https://xn--pckua2a7gp15o89zb.com/jb/fc5dc6e38187ea9252de558a83484a45,,介護,,,,,,,,,,,,,,,訪問介護,,,,,,,,,,,30000,協同組合グローバルイノベーション,10日,tokumaru.junichi@globa-ca.com,,,
475746,株式会社 エルエス,,土井　英敏,,,,092-558-5216,,,,グローバルイノベーション,,http://www.eruesu.co.jp/,120,811-1302,福岡県福岡市南区井尻1丁目17番1号,,,,2023-08-21 20:08:34 +0900,2024-10-19 17:20:44 +0900,,デイサービスでの介護業務,正社員,https://xn--pckua2a7gp15o89zb.com/jb/40a9930d62049a35d7b222f1c92f3029,,介護,,,,,,,,,,,,,,,訪問介護,,,,,,,,,,,30000,協同組合グローバルイノベーション,10日,tokumaru.junichi@globa-ca.com,,,
475751,株式会社美咲カンパニー,,市野　礼子,,,,0930-25-1157,,,,グローバルイノベーション,,,,824-000,福岡県行橋市行事二丁目1-10-703,,,,2023-08-21 20:08:37 +0900,2024-10-19 17:20:44 +0900,,有料老人ホームでの介護業務,正社員,https://xn--pckua2a7gp15o89zb.com/jb/b7b3e25f797dca9ecdc7bf92b0302a05,,介護,,,,,,,,,,,,,,,訪問介護,,,,,,,,,,,30000,協同組合グローバルイノベーション,10日,tokumaru.junichi@globa-ca.com,,,
475782,株式会社愉楽,,三小田　卓嗣,,,,0943-24-4002,,,,グローバルイノベーション,,,,834-0066,福岡県八女市室岡766-5,,,,2023-08-21 20:08:50 +0900,2024-10-19 17:20:45 +0900,,有料老人ホームでの介護業務,正社員,https://xn--pckua2a7gp15o89zb.com/jb/a85109c868e79a71b51a6c63f5ba9867,,介護,,,,,,,,,,,,,,,訪問介護,,,,,,,,,,,30000,協同組合グローバルイノベーション,10日,tokumaru.junichi@globa-ca.com,,,
475784,麻生介護サービス株式会社,,栁　倫明,,,,092-452-7770,,,,グローバルイノベーション,,https://www.aso-kaigo.jp/,"1,200",812-0011,福岡県福岡市博多区博多駅前3-27-22 ガーデン博多駅前ビル6階,,,,2023-08-21 20:08:51 +0900,2024-10-19 17:20:45 +0900,,居宅介護支援事業所でのケアマネージャー,正社員,https://xn--pckua2a7gp15o89zb.com/jb/9f12fd88ea7da5e1510531e78198a5f7,,介護,,,,,,,,,,,,,,,訪問介護,,,,,,,,,,,30000,協同組合グローバルイノベーション,10日,tokumaru.junichi@globa-ca.com,,,
475800,西鉄ケアサービス株式会社,,鵜野　剛,,,,092-235-3990,,,,グローバルイノベーション,,https://www.suncarna.com/index.html,265,812-0011,福岡県福岡市博多区博多駅前3-5-7博多センタービル　13階,,,,2023-08-21 20:08:58 +0900,2024-10-19 17:20:45 +0900,,住宅型有料老人ホームの介護スタッフ,正社員,https://xn--pckua2a7gp15o89zb.com/jb/4db17b0d5e96bcacec1b1fcdd1aa321b,,介護,,,,,,,,,,,,,,,訪問介護,,,,,,,,,,,30000,協同組合グローバルイノベーション,10日,tokumaru.junichi@globa-ca.com,,,
475844,有限会社　ライフ・エイド,,,,,,0943-75-4306,,,,グローバルイノベーション,,,,,福岡県うきは市吉井町千年74番地1,,,,2023-08-21 20:09:17 +0900,2024-10-19 17:20:45 +0900,,デイサービスでの介護業務,正社員,https://xn--pckua2a7gp15o89zb.com/jb/78b1bec77cdfb98c9828f0cef13bdf5c,,介護,,,,,,,,,,,,,,,訪問介護,,,,,,,,,,,30000,協同組合グローバルイノベーション,10日,tokumaru.junichi@globa-ca.com,,,
475868,有限会社リンク,,山口　浩一,,,,0955-53-8201,,,,グローバルイノベーション,,http://link2005.jp/,34,847-0834,佐賀県唐津市山田2824-5,,,,2023-08-21 20:09:28 +0900,2024-10-19 17:20:45 +0900,,デイサービスでの介護士業務,正社員,https://xn--pckua2a7gp15o89zb.com/jb/d5c2f84830360f5a0b6bccaefd16bc62,,介護,,,,,,,,,,,,,,,訪問介護,,,,,,,,,,,30000,協同組合グローバルイノベーション,10日,tokumaru.junichi@globa-ca.com,,,
475890,株式会社キュアコネクト,,加藤裕子,,,,099-204-9808,,,,グローバルイノベーション,,https://cure-connect.jp/,,891-0150,鹿児島県鹿児島市坂之上３丁目８番１,,,,2023-08-21 20:09:37 +0900,2024-10-19 17:20:45 +0900,,2024新卒採用福祉・介護,正社員/新卒・インターン,https://xn--pckua2a7gp15o89zb.com/jb/21d43e24324d5040a0dfc1158109a8bf,,介護,,,,,,,,,,,,,,,訪問介護,,,,,,,,,,,30000,協同組合グローバルイノベーション,10日,tokumaru.junichi@globa-ca.com,,,
475897,大平有限会社,,河村 良太郎,,,,0820-22-0311,,,,グローバルイノベーション,,,,742-0035,山口県柳井市中央1丁目9-8,,,,2023-08-21 20:09:40 +0900,2024-10-19 17:20:45 +0900,,グループホームの介護職員「正社員」,正社員,https://xn--pckua2a7gp15o89zb.com/jb/26dffc638951e07d62a28cb8fb0ec73e,,介護,,,,,,,,,,,,,,,訪問介護,,,,,,,,,,,30000,協同組合グローバルイノベーション,10日,tokumaru.junichi@globa-ca.com,,,
475898,株式会社まごころ,,原田伸司,,,,083-927-8170,,,,グローバルイノベーション,,,,754-0893,山口県山口市秋穂二島10437-88,,,,2023-08-21 20:09:41 +0900,2024-10-19 17:20:45 +0900,,事務職・介護事務,正社員,https://xn--pckua2a7gp15o89zb.com/jb/bd35cd2f3b286c8259054f4488a477bc,,介護,,,,,,,,,,,,,,,訪問介護,,,,,,,,,,,30000,協同組合グローバルイノベーション,10日,tokumaru.junichi@globa-ca.com,,,
476378,合同会社ライズフィールド,,,,,,0833-48-9798,,,,グローバルイノベーション,,http://hp.kaipoke.biz/zwr/index.html,,,山口県光市島田2丁目8番1号,,,,2023-08-22 13:00:12 +0900,2024-10-19 17:20:46 +0900,,ホームヘルパーのお仕事,,https://jp.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DYVeyZQXdpCRiuxNXWr1-R5pGSF6jAP4zPUPhslbLRd-rG_DohbZMtNyxbTz9W6czMwI2-WGfkrWjHXxxdyxG4AQY6LjIQvQsn3D2Nd50Rwhq2_CDAeQs-fxMKbV_4y7wsmYHP58wh9xq7LCaTJxL_vhMBdN3fO6DLUE44kUIX22WYKDD7WE2F9FYoO38E0Gv1l7mDnPQEwaPZ1azOPc8VK-xEPUvi2Rp3VpBSwZQwsBKa3qK34BBlvF5m_8Z_2_xkq_6vNHpyX4rNb66ykCu5HNIyfR8698QV4gxIUzfKmrZDkRP7hXbQJjn8ADJQ6YsrtxPHEimndI9tB_-Cn9Xujueb0bGH6hH1lc_jLS034-7dKr9BoAcZhCyuMvuxlLbvC_nFgngtHIM7HGWwNEh5fo8Sx3HOgqR7uhpdUQdd6g_Gdh3wAsoXYR4iM9okx98UjPoC2yQl9JhjsNjHr1PVi93XDnIS41evQs-UjoTiDrqtvf57ssQfGEjPXGt-gbg-AKJ6YT4e8AD_9rnZOat10jmKdWNFZzyTCN0wDEbgDtRbbEenADKjsPGZjYkQBDvNclJQp7lRjnvybMDdH7DSulqhdrmEOdViw-Ef5bhjalPUHH4yOgNKQ-ZJoytDmdVXTEWMH2ioKwpPp2A8VGFk5kiur51wFE2OAVVVp07Znm9fscl6AwpYQXjdqs7DYR2bP965j_Z-SVmPtft5Pucw&xkcb=SoAX-_M3MK0kBMxBcx05bzkdCdPP&p=25&fvj=1&vjs=3,,介護,,,,,,,,,,,,,,,訪問介護,,,,,,,,,,,30000,協同組合グローバルイノベーション,10日,tokumaru.junichi@globa-ca.com,,,
483809,合同会社Rainbow,,吉田 靖弘,,,,093-695-3766,,,,グローバルイノベーション,,http://hp.kaipoke.biz/6kc/index.html,21,,福岡県北九州市八幡西区陣原4丁目19-8,,,,2023-09-05 21:37:42 +0900,2024-10-19 17:21:00 +0900,,【有資格者募集】ヘルパー・介護職/介護職員初任者研修/日勤のみ/合同会社ヘルパーステーションRainbow/訪問介護ステーション,,https://jp.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0B44veBvk6D-Lh_ZYelLZYFLNhkk_CCs7HI8yUssi224GpcQBLc99wBLz0OKJhfp2_KayB5A1ugyArf5yHYERvMYzxmz49oGTWsSBiW059V0Z7YSngHH_XKdirHMGNiXC6an0WqixlhrynKsjUjcT1JJxnFCPRM45IIva2_rWYID6e0yeHg5q2Fa5ZqAX8s9q2gGzgt314_mvIP1AACkBT1tGRxKMkimBEgCB5n0hvrZyg4R10ayvZbQOmu82-ZIvMbiH3XqX9ePCPu8HEp1zdOql6dGFUkEactaj9Fyp1EDr9PujB_7izdVxXhzEX5Yl9sR9xCOtKAS3SS9o-3IlekOSA0-4gBZHFBbGB-vW8z0kpAt_ynGysdcEmchnDQsf5qeVezbv8zisCB5pq0sCHCqcX2CzVVM7MqdDRnaHpfvg8YvdeWE-NHtZHtgX8HW5c-HyjlVLGDGaEX1qz4R9VgaMQ5JL1JA39I3p27vEYnKXEAMIc2TC6Rcnw_FLl41o7-xdASmCyKjue1Es-0EHKXw_zHoR9nQtpvNg5tU537BpJ-ecfuOUWy3GFudBJzekhSiUMOInGGwpIzlJacSEbij7R4r-SgamZTyfz0d06UCn4Ym8nnxKi0r3sfM4WOoGj_lxFsAr81FyY1poTt_yZn_GZqlUgfydd-JB2Jezy09RURBzv47-dhQZLRElbiDoplqSChFZq3ZgbZiHqzDXRxTRPW_ubDgXuwkF-nCUeh1M_F7PhxHNc-pwI2pbefk_s8Babrk_mzgegvMYa_Kgrx&xkcb=SoDQ-_M3MrKQIkRYLR0SbzkdCdPP&p=25&fvj=1&vjs=3,,介護,,,,,,,,,,,,,,,訪問介護,,,,,,,,,,,30000,協同組合グローバルイノベーション,10日,tokumaru.junichi@globa-ca.com,,,
492310,有限会社ボールハールト,,竹村　竜一,,,,0172-55-7002,,,,whita,,https://ball-hearlt.com/,45,036-0104,青森県平川市柏木町東田44番地6,,,,2023-09-26 18:26:15 +0900,2023-09-26 18:26:15 +0900,,介護職・ヘルパー／有料老人ホーム／有料老人ホームアップルライフ,正社員,https://xn--pckua2a7gp15o89zb.com/jb/68198f156cbb728f648d748d14f60359,,介護,,,,,,,,,,,,,,,訪問介護,,,,,,,,,,,,,,,,,
492709,永沢食品工業株式会社,,永澤　奈々子,,,,017-766-2237,,,,whita,,,,038-0003,青森県青森市大字石江字江渡9番地129,,,,2023-09-27 23:14:48 +0900,2023-09-27 23:14:48 +0900,,有料老人ホーム／住宅型／の介護職,正社員,https://xn--pckua2a7gp15o89zb.com/jb/d03be952d9b79aa02970e5c500455543?utm_source=%E6%B1%82%E4%BA%BA%E3%83%9C%E3%83%83%E3%82%AF%E3%82%B9.com&utm_medium=organic,,介護,,,,,,,,,,,,,,,訪問介護,,,,,,,,,,,,,,,,,
493804,株式会社シークホープ,,入江紀久子,,,,017-763-4750,,,,whita,,,,030-0852,青森県青森市大字大野字前田71番地101,,,,2023-10-01 14:56:37 +0900,2023-10-01 14:56:37 +0900,,介護職・ヘルパー／有料老人ホーム,正社員,https://xn--pckua2a7gp15o89zb.com/jb/a66fe1afc412197bc510b6bbd5363150,,介護,,,,,,,,,,,,,,,訪問介護,,,,,,,,,,,,,,,,,
495359,有限会社修清,,工藤　清子,,,,0173-69-1195,,,,whita,,,,037-0305,青森県北津軽郡中泊町大字中里字宝森２９１番地３,,,,2023-10-03 19:33:32 +0900,2023-10-03 19:33:32 +0900,,通所介護の介護職,正社員,https://xn--pckua2a7gp15o89zb.com/jb/ebcbad61f6f1a1b4914c064d00a22c23?utm_source=%E6%B1%82%E4%BA%BA%E3%83%9C%E3%83%83%E3%82%AF%E3%82%B9.com&utm_medium=organic,,介護,,,,,,,,,,,,,,,訪問介護,,,,,,,,,,,,,,,,,
495387,有限会社ヤマフジ,,槻山早男,,,,0191-23-2625,,,,whita,,,,021-0832,岩手県一関市字散田４３番２,,,,2023-10-03 19:33:50 +0900,2023-10-03 19:33:50 +0900,,介護職・ヘルパー／サービス付き高齢者向け住宅,正社員,https://xn--pckua2a7gp15o89zb.com/jb/c3bcfb1650c4d9d4b232e6f15cb31d1f,,介護,,,,,,,,,,,,,,,訪問看護,,,,,,,,,,,,,,,,,
495473,有限会社　ワイエヌケー,,吉泉　晃,,,,0234-43-2963,,,,whita,,,,999-7781,山形県東田川郡庄内町余目字猿田7-2,,,,2023-10-03 19:34:40 +0900,2023-10-03 19:34:40 +0900,,介護職・ヘルパー／有料老人ホーム,正社員,https://xn--pckua2a7gp15o89zb.com/jb/38b8a279159a0cff16bf2c6f11ba4215,,介護,,,,,,,,,,,,,,,訪問介護,,,,,,,,,,,,,,,,,
498498,有限会社ネットケアープランニング,,宮澤 吉英,,,,0242-93-6370,,,,whita,info@netcareplanning.co.jp,https://www.netcareplanning.co.jp/,,965-0103,福島県会津若松市真宮新町南2丁目133-3,,,,2023-10-14 20:27:32 +0900,2023-10-14 20:27:32 +0900,,介護職・ヘルパー／小規模多機能型居宅介護,正社員,https://xn--pckua2a7gp15o89zb.com/jb/589a0f4cf5c10dfbb84f12022d6e3b7d,,介護,,,,,,,,,,,,,,,訪問介護,,,,,,,,,,,,,,,,,
498516,株式会社Rainbow　Luna,,折笠　香織,,,,092-952-6007,,,,whita,,,,811-1213,福岡県那珂川市中原2丁目7番地那珂川レジデンス403号,,,,2023-10-14 20:27:42 +0900,2023-10-14 20:27:42 +0900,,ケアマネージャー／小規模多機能型居宅介護,正社員,https://xn--pckua2a7gp15o89zb.com/jb/76e8626eb4f683810a499d904a15e7fe,,介護,,,,,,,,,,,,,,,訪問介護,,,,,,,,,,,,,,,,,
502807,株式会社クオリティーライフ,,遠藤　いずみ,,,,0223-35-6027,,,,コンシェルテック（営業）,,https://tsubasa.hp.gogo.jp/pc/,,989-2383,宮城県亘理郡亘理町逢隈田沢字早川７５番地１,,,,2023-10-24 18:35:10 +0900,2024-10-26 21:24:50 +0900,,正看護師／車通勤可,正社員,https://xn--pckua2a7gp15o89zb.com/rd/?uaid=lc3f33701c9bd4112aeb226f2f848c8f9&p=t%2BAK7k0GmMUr0ZRss/MBm/oGcfpFeJmjX9yX0cn5OcJyhi6USlWgKVLwqqsX8UggIU1bTpwwTXubicGDeMmiOGCn/3XZP%2BeK6oLzFM2jSlTDGcbKwIQWCovP0p0Y%2BUnnfoss7pY3eEsvOV/uYD5ByRuO%2BXtD0zbMZYBxH%2BKw91w8RyBH4g2urZybP18%2B3ssGsz/w3%2Bg3lJAzgsQ7xcbgxYePFP3nBBNweRlKIEdjMcL%2BXpkGVMyfxGX3iUZhFT/T76nO9cKLwcDVv%2BJj0OB26qlCkn6bHcYDVnX7XCkV9sfwsecxf7hcBCzDXmsnhgdUMgDm%2BqAXCKya13trRip00h5uHRO0TbfwydznYzzj6mjPYlrrXA0RgrWzbO%2BT8kOAHLoBl1DvhEG58hkIw8jl63WzY1PY56ILJwS4CWp2%2BmrTRz0/ZmM8G8QeswNLRnkZ&ph=7cb66f5e962b&phv=1,,営業,,,,,,,,,,,,,,,訪問看護,,,,,,,,,,,,,,,,,
502816,株式会社なかがわ,,中川純子,,,,0226-25-5433,,,,コンシェルテック（営業）,,http://www.nakagawa-life.jp/,,988-0121,宮城県気仙沼市松崎萱139-1,,,,2023-10-24 18:35:14 +0900,2024-10-26 21:24:50 +0900,,介護支援専門員／ケアマネージャー／日勤のみ,正社員,https://xn--pckua2a7gp15o89zb.com/rd/?uaid=l221beeaf567708fe9f7fc213465bcf1e&p=t%2BAK7k0GmMUr0ZRss/MBmzTa%2B2B7rC0SB%2Bi0MDVjwZW0nh%2BkrLvZU/cwqHv6fcl9bgSKksVzWdRs4jQRFLG4aAYG0AP8nj3uEmbPeSNblsA9kFDNHfnzznGvNbwEf7lqfoss7pY3eEsvOV/uYD5ByRuO%2BXtD0zbMZYBxH%2BKw91w8RyBH4g2urZybP18%2B3ssGsz/w3%2Bg3lJAzgsQ7xcbgxYePFP3nBBNweRlKIEdjMcL%2BXpkGVMyfxGX3iUZhFT/T76nO9cKLwcDVv%2BJj0OB26httMXbcv129q6LpOgIRfOev2CdqByiht1ogRzBUAXmfMgDm%2BqAXCKya13trRip00h5uHRO0TbfwydznYzzj6mjPYlrrXA0RgrWzbO%2BT8kOAqEd0zt/ju2mQwGiWwJaU01GkhXitAT1Ud7mhnHgzwD6BuXw%2Bv99Aba2gIVKXKyVsEONA78qKeftA5arG/ZIG2A%3D%3D&ph=e9ee6606d918&phv=1,,営業,,,,,,,,,,,,,,,訪問介護,,,,,,,,,,,,,,,,,
504766,ケアリッツ西船橋,,,,,,047-497-8436,,,,フコックス（介護）,,https://www.careritz.co.jp/,,273-0031,千葉県船橋市西船4-26-8スカイ21ビル3階,,,,2023-10-29 16:26:04 +0900,2023-10-29 16:26:04 +0900,,介護職・ヘルパー,正社員,https://xn--pckua2a7gp15o89zb.com/jb/72187b77cbeca11d154d0eaf34141fce,,介護,,,,,,,,,,,,,,,訪問介護,,,,,,,,,,,,,,,,,
